source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Hackaday.com'}",Bob Baddeley,Better Battery Management Through Chemistry,"The lead-acid rechargeable battery is a not-quite-modern marvel. Super reliable and easy to use, charging it is just a matter of applying a fixed voltage to it and waiting a while; eventually the battery is charged and stays topped off, and that’s it. Their e…",https://hackaday.com/2019/10/07/better-battery-management-through-chemistry/,https://hackaday.com/wp-content/uploads/2019/10/Battery.jpg,2019-10-07T14:01:51Z,"The lead-acid rechargeable battery is a not-quite-modern marvel. Super reliable and easy to use, charging it is just a matter of applying a fixed voltage to it and waiting a while; eventually the battery is charged and stays topped off, and that’s it. Their e… [+8975 chars]"
"{'id': None, 'name': 'Forbes.com'}","Sandra MacGregor, Contributor, Sandra MacGregor, Contributor https://www.forbes.com/sites/sandramacgregor/",Best Hotels For A Spooky Stay This Halloween,Pining for the paranormal? Celebrate Halloween with a stay at one of the world's most haunted hotels.,https://www.forbes.com/sites/sandramacgregor/2019/10/24/best-hotels-for-a-spooky-stay-this-halloween/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5db0f06f616a4500070472d3%2F960x0.jpg%3FcropX1%3D0%26cropX2%3D1024%26cropY1%3D52%26cropY2%3D628,2019-10-24T11:30:00Z,"Queen Mary Hotel Dark Harbor experience
MediaNews Group via Getty Images
What better way to get into the Halloween spirit then with a stay at a haunted hotel? Luckily there are plenty of perfectly peculiar properties that offer incredibly eerie accommodatio… [+9174 chars]"
"{'id': None, 'name': 'Nejm.org'}","Jon Dorling, Jane Abbott, Janet Berrington, Beth Bosiak, Ursula Bowler, Elaine Boyle, Nicholas Embleton, Oliver Hewer, Samantha Johnson, Edmund Juszczak, Alison Leaf, Louise Linsell, Kenny McCormick, William McGuire, Omar Omar, Christopher Partlett, Mehali Patel, Tracy Roberts, Ben Stenson, John Townend",Controlled Trial of Two Incremental Milk-Feeding Rates in Preterm Infants,Original Article from The New England Journal of Medicine — Controlled Trial of Two Incremental Milk-Feeding Rates in Preterm Infants,https://www.nejm.org/doi/full/10.1056/NEJMoa1816654,https://www.nejm.org/na101/home/literatum/publisher/mms/journals/content/nejm/2019/nejm_2019.381.issue-15/nejmoa1816654/20191007/images/img_small/nejmoa1816654_f1.jpeg,2019-10-04T02:00:53Z,"From the Division of NeonatalPerinatal Medicine, Dalhousie University, Halifax, NS, Canada (J.D.); and Bliss, London (J.A., M.P.), the National Perinatal Epidemiology Unit Clinical Trials Unit, Nuffield Department of Population Health, University of Oxford (B… [+1016 chars]"
"{'id': None, 'name': 'Yahoo.com'}",Laurent Belsie,Too much milk: Two nations’ travails with dairy policy,The U.S. has embraced exports. Canada keeps them out to manage its milk supply. Global markets pose a challenge to both.,https://news.yahoo.com/too-much-milk-two-nations-110927828.html,https://s.yimg.com/ny/api/res/1.2/9qqDMd8sFhIlLcXR8YUuNg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/HlPwgJTBeWtjkS.SzIsohA--~B/aD02MDA7dz05MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-us/csmonitor.com/72419b672012562d410c7369e3f6e75d,2019-10-16T11:09:27Z,"Standing in her barn outside Cambridge, Wisconsin, surrounded by cows with tags in their ears, Tina Hinchley is growing optimistic that the five-year crisis in Americas dairy industry is coming to an end.
We are not out of the woods yet, she says. But I see … [+7097 chars]"
"{'id': None, 'name': 'Globalnews.ca'}",Rachel Browne,"In 2015, Justin Trudeau declared ‘Canada is back’— so where are we now? - Global News","In 2015, Justin Trudeau declared ‘Canada is back’— so where are we now? Global News In 2019, Justin Trudeau has baggage - and faces a very different political landscape CBC.ca Jeered and cheered in Calgary, Trudeau spends final day of campaign in B.C. CTV New…",http://globalnews.ca/news/6047377/justin-trudeau-2015-and-now/,https://shawglobalnews.files.wordpress.com/2019/10/10276498.jpg?quality=70&strip=all&w=720&h=379&crop=1,2019-10-20T11:00:32Z,"Right after Justin Trudeau led the Liberals to a strong victory in the 2015 federal election, he declared that he would also guide Canada back to its rightful place on the global stage in the aftermath of a decade under the Conservatives.
To this countrys fr… [+15220 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,How risky is eating red meat for your health?,Researchers' advice that adults keep 'current unprocessed red meat consumption' draws sharp reaction from other experts.,https://www.aljazeera.com/news/2019/10/risky-eating-red-meat-health-191001115115895.html,https://www.aljazeera.com/mritems/Images/2019/10/1/8ed53ad1f3fe4ddfb94906968b9e399c_18.jpg,2019-10-01T13:08:49Z,"Cutting back on red meat is standard medical advice to prevent cancer and heart disease - but a review of dozens of studies has concluded that the potential risk is low and evidence uncertain.
In new guidelines published on Monday in the Annals of Internal M… [+2883 chars]"
"{'id': None, 'name': 'Halifaxtoday.ca'}",The Conversation,"Decision to deploy genetically modified mosquitoes not made responsibly, researchers say - HalifaxToday.ca","Decision to deploy genetically modified mosquitoes not made responsibly, researchers say HalifaxToday.ca",https://www.halifaxtoday.ca/local-news/decision-to-deploy-genetically-modified-mosquitoes-not-made-responsibly-researchers-say-1743841,https://www.vmcdn.ca/f/files/baytoday/images/outdoors/mosquito-2017.jpg;w=630,2019-10-14T15:53:00Z,"This article, written by Natalie Kofler, University of Illinois at Urbana-Champaign; Françoise Baylis, Dalhousie University; Graham Dellaire, Dalhousie University, and Landon J Getz, Dalhousie University, originally appeared on The Conversation and has been r… [+8654 chars]"
"{'id': None, 'name': 'Mississauga.com'}",NaN,Scientist faces criticism on red meat study - Waterloo Chronicle,Scientist faces criticism on red meat study Waterloo Chronicle View full coverage on Google News,https://www.mississauga.com/community-story/9631621-scientist-faces-criticism-on-red-meat-study/,https://www.waterloochronicle.ca/Contents/Images/Communities/Waterloo_1200x630.png,2019-10-06T03:06:46Z,"HALIFAX A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University's Bradley Johnston said Satu… [+1334 chars]"
"{'id': None, 'name': 'Thetelegram.com'}",Sharon Kirkey,"No, beef isn't bad for you: Scientists conclude there is no need to eat less red or processed meat - The Telegram","No, beef isn't bad for you: Scientists conclude there is no need to eat less red or processed meat The Telegram Red Meat Not So Bad For You After All Mother Jones Mis-steak: Researchers find red meat, processed food not as bad for health as previously thought…",https://www.thetelegram.com/news/canada/no-beef-isnt-bad-for-you-scientists-conclude-there-is-no-need-to-eat-less-red-or-processed-meat-358509/,https://www.thetelegram.com/media/photologue/photos/cache/meat-1png_medium,2019-10-05T19:44:25Z,"New guidelines certain to be celebrated by enthusiasts of the carnivore diet and denounced by others as nutritional heresy recommend most adults shouldn’t worry about eating less red or processed meat.
The recommendations — which conflict with virtually ever… [+7292 chars]"
"{'id': None, 'name': 'Runningmagazine.ca'}",Canadian Running,Red meat: study shows the danger may be less than we thought - Canadian Running Magazine,"Red meat: study shows the danger may be less than we thought Canadian Running Magazine To meat, or not to meat: Here's what you need to know about the latest study The Globe and Mail Your doctor may be wrong about red meat: Study The Straits Times ‘Totally bi…",https://runningmagazine.ca/health-nutrition/red-meat-study-shows-the-danger-may-be-less-than-we-thought/,https://runningmagazine.ca/wp-content/uploads/2014/02/139736560-e1547155305713.jpg,2019-10-02T20:05:41Z,"Runners who derive a significant portion of their protein and iron needs by consuming red meat, despite the warnings about the risk of heart disease and cancer are encouraged by the results of a recent review of the evidence on the subject, which found that w… [+2416 chars]"
"{'id': None, 'name': 'Castanet.net'}",NaN,Study: red meat not so bad? - Canada News - Castanet.net,A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.,https://www.castanet.net/news/Canada/267557/Study-red-meat-not-so-bad,https://www.castanet.net/content/2019/10/CPT10122897_p3410525.jpg,2019-10-06T13:55:00Z,"A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University's Bradley Johnston said Saturday tha… [+2269 chars]"
"{'id': None, 'name': 'Globalnews.ca'}",Michelle McQuigge,Experts say zero-tolerance policies aimed at stopping bullying aren’t working - Global News,"Experts say zero-tolerance policies aimed at stopping bullying aren’t working Global News Zero-tolerance policies aimed at stopping bullying not working, experts say CBC.ca Zero-tolerance policies aimed at stopping bullying not working, say experts CTV News V…",http://globalnews.ca/news/6019367/bullying-zero-tolerance-policies/,https://shawglobalnews.files.wordpress.com/2019/10/selvey-1.jpg?quality=70&strip=all&w=720&h=379&crop=1,2019-10-11T01:27:52Z,"TORONTO – The shocking death of a 14-year-old Ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti-bullying campaigns that have gained prominence in Canada in recent years, those with expertise in the matter… [+4232 chars]"
"{'id': None, 'name': 'Jordantimes.com'}",NaN,Should you keep eating red meat? - Jordan Times,"By Ryan W. MillerShould you stop eating red meat for health reasons?That’s the question rocking the nutrition and scientific community after guidelines published in a peer-reviewed journal said people should continue eating red meat, running counter to what m…",https://www.jordantimes.com/news/features/should-you-keep-eating-red-meat,NaN,2019-10-06T19:53:15Z,"By Ryan W. Miller
Should you stop eating red meat for health reasons?
Thats the question rocking the nutrition and scientific community after guidelines published in a peer-reviewed journal said people should continue eating red meat, running counter to wha… [+6114 chars]"
"{'id': None, 'name': 'Bustle.com'}",NaN,A New Study Says Red Meat Isn't Bad For You — But Scientists Disagree - Bustle,A New Study Says Red Meat Isn't Bad For You — But Scientists Disagree Bustle Your doctor may be wrong about red meat: Study The Straits Times ‘Totally bizarre!’ — nutritionists see red over study downplaying the health risks of red meat MarketWatch New Study …,https://www.bustle.com/p/red-meat-isnt-unhealthy-a-new-study-says-18815902,https://imgix.bustle.com/uploads/shutterstock/2019/10/2/c4e16774-a924-44af-9546-c9059cf24f61-shutterstock-1255329469.jpg?w=1200&h=630&q=70&fit=crop&crop=faces&fm=jpg,2019-10-02T16:14:00Z,"For years, dietary advice has suggested that people should lower their intake of red and processed meats because of potential health issues, including higher risk of cardiovascular illnesses and cancers. Now, a new and controversial review of the science arou… [+7143 chars]"
"{'id': None, 'name': 'Sciencedaily.com'}",NaN,No need to cut down red and processed meat: Study,"Contrary to previous advice, five new systematic reviews suggest that most people can continue to eat red and processed meat as they do now. The major studies have found cutting back has little impact on health.",https://www.sciencedaily.com/releases/2019/09/190930215122.htm,https://www.sciencedaily.com/images/2019/09/190930215122_1_540x360.jpg,2019-10-01T01:51:22Z,Most people can continue to eat red and processed meat as they do now. A major study led by researchers at McMaster and Dalhousie universities has found cutting back has little impact on health.A panel of international scientists systematically reviewed the e… [+3331 chars]
"{'id': None, 'name': 'Everydayhealth.com'}",Becky Upham,Do You Really Need to Eat Less Red Meat? - Everyday Health,"New guidelines suggest there isn’t enough evidence to recommend cutting back on red meat to prevent heart disease, diabetes, and early death. But several scientists disagree with the controversial findings. Learn more about the analysis here.",https://www.everydayhealth.com/diet-nutrition/you-really-need-eat-less-red-meat/,https://images.agoramedia.com/everydayhealth/gcms/Questions-Role-of-Red-Meat-Reduction-in-Cancer-722x406.jpg,2019-10-08T01:41:24Z,"One day carbs are okay; the next they're the devil. Fat was the culprit of the obesity epidemic; now, loading up is touted as a quick-fix for weight loss. If you're a health news consumer, you're no stranger to nutrition advice that flip-flops so much it can … [+17229 chars]"
"{'id': 'usa-today', 'name': 'USA Today'}","USA TODAY, Ryan W. Miller, USA TODAY",Should you keep eating red meat? Controversial study says well-known health risks are just bad science,A study from the NutriRECS group published in the Annals of Internal Medicine urged adults to keep eating red meat. Doctors are now pushing back.,https://www.usatoday.com/story/news/health/2019/10/02/red-meat-study-known-health-risks-unfounded-doctors-decry-guidelines/3838947002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,https://www.gannett-cdn.com/-mm-/e2d270b9efe4517242afaed0fb1542347c8a15ae/c=0-127-580-453/local/-/media/2018/08/02/USATODAY/usatsports/MotleyFool-TMOT-37c7433a-beef_large.jpg?width=3200&height=1680&fit=crop,2019-10-02T14:18:15Z,"Even vegetarians can rejoice over these new types of meat hitting the market. Here's why.
 Just the FAQs, USA TODAY
Story Highlights
<ul><li>A new report suggests longstanding guidelines that red meat is bad for your health may not be true.</li><li>The stu… [+7080 chars]"
"{'id': None, 'name': 'Globalnews.ca'}",Rachel Browne,"In 2015, Justin Trudeau declared ‘Canada is back’— so where are we now? - Global News","In 2015, Justin Trudeau declared ‘Canada is back’— so where are we now? Global News In 2019, Justin Trudeau has baggage - and faces a very different political landscape CBC.ca Jeered and cheered in Calgary, Trudeau spends final day of campaign in B.C. CTV New…",http://globalnews.ca/news/6047377/justin-trudeau-2015-and-now/,https://shawglobalnews.files.wordpress.com/2019/10/10276498.jpg?quality=70&strip=all&w=720&h=379&crop=1,2019-10-20T11:00:32Z,"Right after Justin Trudeau led the Liberals to a strong victory in the 2015 federal election, he declared that he would also guide Canada back to its rightful place on the global stage in the aftermath of a decade under the Conservatives.
To this countrys fr… [+15220 chars]"
"{'id': None, 'name': 'Electricautonomy.ca'}",Emma Jarratt,"Tesla Acquires Canadian Battery Specialist, Hibar Systems",Ontario-based company brings specialist battery manufacturing expertise to global EV giant amid talk of “Tesla’s secret battery lab”,https://electricautonomy.ca/2019/10/04/tesla-acquires-canadian-battery-specialist-hibar-systems/,https://electricautonomy.ca/wp-content/uploads/2019/10/Tesla-acquires-Canadian-battery-specialist-Hibar-Systems-Limited.png,2019-10-05T10:05:34Z,"Tesla Inc. is expanding into Canada with the purchase of a Richmond Hill, Ont., company specializing in battery manufacturing, Hibar Systems Ltd.
The quiet purchase not previously reported happened between July and October of this year, public records show.… [+5278 chars]"
"{'id': None, 'name': 'Futurity.org'}",U. Washington,Costs and demand keep fish from malnourished people on coasts,"Having some of the most nutritious fish in the world nearby doesn't save millions of people, particularly children, from malnutrition.",https://www.futurity.org/malnutrition-nutritious-fish-2172142-2/,https://www.futurity.org/wp/wp-content/uploads/2019/09/man-cleaning-fish-on-beach_1600.jpg,2019-09-30T13:08:34Z,"Malnutrition affects millions of people despite the fact that fishers catch some of the most nutritious fish in the world near their homes, according to a new study.
Children in particular are vulnerable and could see significant health improvements if just … [+4079 chars]"
"{'id': None, 'name': 'Nejm.org'}","Jon Dorling, Jane Abbott, Janet Berrington, Beth Bosiak, Ursula Bowler, Elaine Boyle, Nicholas Embleton, Oliver Hewer, Samantha Johnson, Edmund Juszczak, Alison Leaf, Louise Linsell, Kenny McCormick, William McGuire, Omar Omar, Christopher Partlett, Mehali Patel, Tracy Roberts, Ben Stenson, John Townend",Controlled Trial of Two Incremental Milk-Feeding Rates in Preterm Infants,Original Article from The New England Journal of Medicine — Controlled Trial of Two Incremental Milk-Feeding Rates in Preterm Infants,https://www.nejm.org/doi/full/10.1056/NEJMoa1816654,https://www.nejm.org/na101/home/literatum/publisher/mms/journals/content/nejm/2019/nejm_2019.381.issue-15/nejmoa1816654/20191007/images/img_small/nejmoa1816654_f1.jpeg,2019-10-04T02:00:53Z,"From the Division of NeonatalPerinatal Medicine, Dalhousie University, Halifax, NS, Canada (J.D.); and Bliss, London (J.A., M.P.), the National Perinatal Epidemiology Unit Clinical Trials Unit, Nuffield Department of Population Health, University of Oxford (B… [+1016 chars]"
"{'id': None, 'name': 'Yahoo.com'}",Laurent Belsie,Too much milk: Two nations’ travails with dairy policy,The U.S. has embraced exports. Canada keeps them out to manage its milk supply. Global markets pose a challenge to both.,https://news.yahoo.com/too-much-milk-two-nations-110927828.html,https://s.yimg.com/ny/api/res/1.2/9qqDMd8sFhIlLcXR8YUuNg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/HlPwgJTBeWtjkS.SzIsohA--~B/aD02MDA7dz05MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-us/csmonitor.com/72419b672012562d410c7369e3f6e75d,2019-10-16T11:09:27Z,"Standing in her barn outside Cambridge, Wisconsin, surrounded by cows with tags in their ears, Tina Hinchley is growing optimistic that the five-year crisis in Americas dairy industry is coming to an end.
We are not out of the woods yet, she says. But I see … [+7097 chars]"
"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",NaN,"The Green Leader's great expectations: How Elizabeth May nearly quit after 2015, but stayed for a showdown on climate change - The Globe and Mail","The Green Leader's great expectations: How Elizabeth May nearly quit after 2015, but stayed for a showdown on climate change The Globe and Mail Elizabeth May says minority government likely on Monday CBC.ca Green Leader Elizabeth May predicts Canadians will e…",https://www.theglobeandmail.com/canada/british-columbia/article-green-party-elizabeth-may-profile-climate-change-election/,https://www.theglobeandmail.com/resizer/zXop3L0Fa7ZkCMYeucbuwb8B43U=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/Y4VCATIUQVGHXHY7IY4PODG6H4.jpg,2019-10-17T00:19:33Z,"Green Leader Elizabeth May arrives for a federal election campaign stop via public transit in Longueuil, Que., on Oct. 8, 2019.
The Canadian Press
Elizabeth May is in the middle of her fourth federal election campaign as Leader of the Green party, and this … [+23147 chars]"
"{'id': None, 'name': 'Hackaday.com'}",Bob Baddeley,Better Battery Management Through Chemistry,"The lead-acid rechargeable battery is a not-quite-modern marvel. Super reliable and easy to use, charging it is just a matter of applying a fixed voltage to it and waiting a while; eventually the battery is charged and stays topped off, and that’s it. Their e…",https://hackaday.com/2019/10/07/better-battery-management-through-chemistry/,https://hackaday.com/wp-content/uploads/2019/10/Battery.jpg,2019-10-07T14:01:51Z,"The lead-acid rechargeable battery is a not-quite-modern marvel. Super reliable and easy to use, charging it is just a matter of applying a fixed voltage to it and waiting a while; eventually the battery is charged and stays topped off, and that’s it. Their e… [+8975 chars]"
"{'id': 'national-review', 'name': 'National Review'}",Mairead McArdle,"Study: Red, Processed Meat Not a Significant Health Risk","The results are ""sure to be controversial,"" authors at the Indiana University School of Medicine said in an editorial.",https://www.nationalreview.com/news/study-red-processed-meat-not-a-significant-health-risk/,https://i0.wp.com/www.nationalreview.com/wp-content/uploads/2017/10/ffood03_0.jpg?fit=1200%2C700&ssl=1,2019-10-01T12:54:45Z,"An employee prepares food orders at the Isla Burger Halal restaurant in Nice, France, September 25, 2017. (Eric Gaillard/Reuters)
Most people may continue to eat their current levels of red and processed meat without endangering their health, according to a … [+1927 chars]"
"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,How risky is eating red meat for your health?,Researchers' advice that adults keep 'current unprocessed red meat consumption' draws sharp reaction from other experts.,https://www.aljazeera.com/news/2019/10/risky-eating-red-meat-health-191001115115895.html,https://www.aljazeera.com/mritems/Images/2019/10/1/8ed53ad1f3fe4ddfb94906968b9e399c_18.jpg,2019-10-01T13:08:49Z,"Cutting back on red meat is standard medical advice to prevent cancer and heart disease - but a review of dozens of studies has concluded that the potential risk is low and evidence uncertain.
In new guidelines published on Monday in the Annals of Internal M… [+2883 chars]"
"{'id': None, 'name': 'Ctvnews.ca'}",Digital Producer,Halifax police arrest 18 Extinction Rebellion protesters at Macdonald Bridge - CTV News,"More than a dozen people were arrested and released following a planned protest that prompted the closure of the Macdonald Bridge, which links Halifax and Dartmouth, Monday morning.",https://atlantic.ctvnews.ca/halifax-police-arrest-18-extinction-rebellion-protesters-at-macdonald-bridge-1.4627009,https://www.ctvnews.ca/polopoly_fs/1.4627471.1570463760!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-07T18:47:00Z,"More than a dozen people were arrested and released following a planned protest that prompted the closure of the Macdonald Bridge, which links Halifax and Dartmouth, Monday morning.
There was a heavy police presence on the Dartmouth side of the bridge for th… [+5802 chars]"
"{'id': None, 'name': 'Design-milk.com'}",Caroline Williamson,A Gus* Modern x LUUM Textiles Mashup That Creates Playful Results,Gus* Modern launched a collection with LUUM Textiles that reimagines the Halifax Chair and Porter End Table with new colorways based on LUMM's Knurl fabric.,https://design-milk.com/a-gus-modern-x-luum-textiles-mashup-that-creates-playful-results/,https://design-milk.com/images/2019/10/Gus-x-Luum-textile-Collection-1.jpg,2019-10-17T17:00:29Z,Canadian furniture favorites Gus* Modern just launched a limited edition collection with LUUM Textiles that resulted in delightful color combinations. The collaboration reimagines the Gus* Modern Halifax Chair and Porter End Table with three new colorways cen… [+344 chars]
"{'id': None, 'name': 'Ctvnews.ca'}",THE CANADIAN PRESS,Man falls off Macdonald Bridge after slow speed chase with police - CTV News,Man falls off Macdonald Bridge after slow speed chase with police CTV News View full coverage on Google News,https://atlantic.ctvnews.ca/man-falls-off-macdonald-bridge-after-slow-speed-chase-with-police-1.4647579,https://www.ctvnews.ca/polopoly_fs/1.4647781.1571670924!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-21T13:07:00Z,"HALIFAX -- Nova Scotia's police watchdog is investigating after a 29-year-old man fell to his death from a Halifax bridge following a ""slow-speed pursuit"" involving municipal officers.
The Serious Incident Response Team, or SIRT, confirmed Monday it's invest… [+1149 chars]"
"{'id': 'mashable', 'name': 'Mashable'}",Rachel Thompson,72 female MPs sign open letter condemning 'colonial' media coverage of Meghan Markle,72 female politicians in the UK have written an open letter to Meghan Markle pledging their solidarity with her as she and Prince Harry take a stand against several British media outlets. Holly Lynch MP — Labour MP for Halifax — tweeted an image of the letter…,https://mashable.com/article/mp-letter-meghan-markle/,https://mondrian.mashable.com/2019%252F10%252F30%252F17%252F63540c59fe494d61a754f341bf64addc.a6f38.jpg%252F1200x630.jpg?signature=irOubQY-tqLrq4bug2AcYupLUro=,2019-10-30T13:02:40Z,"72 female politicians in the UK have written an open letter to Meghan Markle pledging their solidarity with her as she and Prince Harry take a stand against several British media outlets. 
Holly Lynch MP Labour MP for Halifax tweeted an image of the letter, … [+2162 chars]"
"{'id': None, 'name': 'Ctvnews.ca'}",Michael Tutton,"Power outages, fallen trees as Maritimes rocked by strong fall storm - CTV News","Power outages, fallen trees as Maritimes rocked by strong fall storm CTV News Thousands of Maritimers without power as storm brings high winds, heavy rain Global News 'Weather bomb' hits N.S. with power outages, downed trees, flooding CBC.ca View full coverag…",https://atlantic.ctvnews.ca/power-outages-fallen-trees-as-maritimes-rocked-by-strong-fall-storm-1.4642545,https://www.ctvnews.ca/polopoly_fs/1.4643026.1571332993!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-17T21:44:00Z,"HALIFAX -- Thousands of Maritimers lost power on Thursday as a slow-moving fall storm crawled through the region, bringing downpours, powerful gusts and toppled trees.
Forecasters said sustained winds of about 60 kilometres per hour hit parts of Nova Scotia,… [+1993 chars]"
"{'id': None, 'name': 'Thechronicleherald.ca'}",Andrew Rankin,UPDATED: Province of Nova Scotia bans street checks - TheChronicleHerald.ca,UPDATED: Province of Nova Scotia bans street checks TheChronicleHerald.ca Head of N.S. prosecution service says bill ending arbitration a 'disaster' HalifaxToday.ca Projects aimed at preventing sexual violence on N.S. campuses get funding CBC.ca Legal experts…,https://www.thechronicleherald.ca/news/local/updated-province-of-nova-scotia-bans-street-checks-365477/,https://www.thechronicleherald.ca/media/photologue/photos/cache/mark_furey_medium.jpg,2019-10-19T15:51:06Z,"HALIFAX, N.S. — Lynn Jones saw the ban as a particular victory for the leaders of her community who simply refused to tolerate police street checks. 
Justice Minister Mark Furey’s announcement on Friday to move what was a temporary moratorium on street check… [+4002 chars]"
"{'id': None, 'name': 'Halifaxtoday.ca'}",HalifaxToday Staff,Blue-green algae risk advisory for Lake Micmac has been lifted - HalifaxToday.ca,Blue-green algae risk advisory for Lake Micmac has been lifted HalifaxToday.ca,https://www.halifaxtoday.ca/local-news/blue-green-algae-risk-advisory-for-lake-micmac-has-been-lifted-1755951,https://www.vmcdn.ca/f/files/halifaxtoday/images/animals/042219-shubie-park-lake-micmac-img_8978.jpg;w=630,2019-10-18T18:53:00Z,"NEWS RELEASEHALIFAX REGIONAL MUNICIPALITY*************************The Halifax Regional Municipality is advising residents that the blue-green algae risk advisory previously in effect for Lake Micmac in Dartmouth has been lifted.
The off-leash dog area of Shu… [+1455 chars]"
"{'id': None, 'name': 'Mississauga.com'}",NaN,Scientist faces criticism on red meat study - Waterloo Chronicle,Scientist faces criticism on red meat study Waterloo Chronicle View full coverage on Google News,https://www.mississauga.com/community-story/9631621-scientist-faces-criticism-on-red-meat-study/,https://www.waterloochronicle.ca/Contents/Images/Communities/Waterloo_1200x630.png,2019-10-06T03:06:46Z,"HALIFAX A Canadian researcher who co-led a study that challenges well-worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry.
Dalhousie University's Bradley Johnston said Satu… [+1334 chars]"
